"agno","mes","dia","valor","sitio"
1975,8,1,182.3,"Pichoy Valdivia"
1975,9,1,106.7,"Pichoy Valdivia"
1975,10,1,120.8,"Pichoy Valdivia"
1975,11,1,110.8,"Pichoy Valdivia"
1975,12,1,50,"Pichoy Valdivia"
1976,1,1,54.7,"Pichoy Valdivia"
1976,2,1,68.1,"Pichoy Valdivia"
1976,3,1,108.5,"Pichoy Valdivia"
1976,4,1,17.9,"Pichoy Valdivia"
1976,5,1,204,"Pichoy Valdivia"
1976,6,1,410.5,"Pichoy Valdivia"
1976,7,1,265.3,"Pichoy Valdivia"
1976,8,1,118.9,"Pichoy Valdivia"
1976,9,1,70.2,"Pichoy Valdivia"
1976,10,1,117.2,"Pichoy Valdivia"
1976,11,1,89.5,"Pichoy Valdivia"
1976,12,1,105.2,"Pichoy Valdivia"
1977,1,1,48.3,"Pichoy Valdivia"
1977,2,1,31.7,"Pichoy Valdivia"
1977,3,1,33.1,"Pichoy Valdivia"
1977,4,1,147.2,"Pichoy Valdivia"
1977,5,1,388.6,"Pichoy Valdivia"
1977,6,1,321.7,"Pichoy Valdivia"
1977,7,1,442.8,"Pichoy Valdivia"
1977,8,1,154.6,"Pichoy Valdivia"
1977,9,1,146.7,"Pichoy Valdivia"
1977,10,1,145.5,"Pichoy Valdivia"
1977,11,1,157.8,"Pichoy Valdivia"
1977,12,1,46.7,"Pichoy Valdivia"
1978,1,1,60.5,"Pichoy Valdivia"
1978,2,1,23.9,"Pichoy Valdivia"
1978,3,1,28.7,"Pichoy Valdivia"
1978,4,1,12.5,"Pichoy Valdivia"
1978,5,1,300,"Pichoy Valdivia"
1978,6,1,195.4,"Pichoy Valdivia"
1978,7,1,591,"Pichoy Valdivia"
1978,8,1,130.4,"Pichoy Valdivia"
1978,9,1,218.2,"Pichoy Valdivia"
1978,10,1,211.5,"Pichoy Valdivia"
1978,11,1,130.3,"Pichoy Valdivia"
1978,12,1,4.2,"Pichoy Valdivia"
1979,1,1,14.4,"Pichoy Valdivia"
1979,2,1,31.6,"Pichoy Valdivia"
1979,3,1,36.8,"Pichoy Valdivia"
1979,4,1,102.8,"Pichoy Valdivia"
1979,5,1,286.8,"Pichoy Valdivia"
1979,6,1,84.3,"Pichoy Valdivia"
1979,7,1,251.7,"Pichoy Valdivia"
1979,8,1,391,"Pichoy Valdivia"
1979,9,1,170.5,"Pichoy Valdivia"
1979,10,1,96.5,"Pichoy Valdivia"
1979,11,1,148.6,"Pichoy Valdivia"
1979,12,1,142.9,"Pichoy Valdivia"
1980,1,1,18.7,"Pichoy Valdivia"
1980,2,1,140.6,"Pichoy Valdivia"
1980,3,1,52.9,"Pichoy Valdivia"
1980,4,1,302.6,"Pichoy Valdivia"
1980,5,1,495.1,"Pichoy Valdivia"
1980,6,1,289.8,"Pichoy Valdivia"
1980,7,1,244.3,"Pichoy Valdivia"
1980,8,1,262.1,"Pichoy Valdivia"
1980,9,1,95.6,"Pichoy Valdivia"
1980,10,1,5.3,"Pichoy Valdivia"
1980,11,1,73.2,"Pichoy Valdivia"
1980,12,1,102.4,"Pichoy Valdivia"
1981,1,1,176.5,"Pichoy Valdivia"
1981,2,1,14.9,"Pichoy Valdivia"
1981,3,1,89.9,"Pichoy Valdivia"
1981,4,1,192.7,"Pichoy Valdivia"
1981,5,1,473.2,"Pichoy Valdivia"
1981,6,1,164.2,"Pichoy Valdivia"
1981,7,1,195.9,"Pichoy Valdivia"
1981,8,1,180.6,"Pichoy Valdivia"
1981,9,1,143.8,"Pichoy Valdivia"
1981,10,1,40.6,"Pichoy Valdivia"
1981,11,1,18.2,"Pichoy Valdivia"
1981,12,1,32.5,"Pichoy Valdivia"
1982,1,1,121.4,"Pichoy Valdivia"
1982,2,1,63.5,"Pichoy Valdivia"
1982,3,1,46.1,"Pichoy Valdivia"
1982,4,1,67.5,"Pichoy Valdivia"
1982,5,1,318.3,"Pichoy Valdivia"
1982,6,1,353.7,"Pichoy Valdivia"
1982,7,1,366.2,"Pichoy Valdivia"
1982,8,1,273.1,"Pichoy Valdivia"
1982,9,1,160.5,"Pichoy Valdivia"
1982,10,1,123.9,"Pichoy Valdivia"
1982,11,1,66.4,"Pichoy Valdivia"
1982,12,1,11.5,"Pichoy Valdivia"
1983,1,1,52.9,"Pichoy Valdivia"
1983,2,1,8,"Pichoy Valdivia"
1983,3,1,59.9,"Pichoy Valdivia"
1983,4,1,145.4,"Pichoy Valdivia"
1983,5,1,175.9,"Pichoy Valdivia"
1983,6,1,254.9,"Pichoy Valdivia"
1983,7,1,233,"Pichoy Valdivia"
1983,8,1,142.1,"Pichoy Valdivia"
1983,9,1,248.1,"Pichoy Valdivia"
1983,10,1,57.5,"Pichoy Valdivia"
1983,11,1,8.4,"Pichoy Valdivia"
1983,12,1,13.2,"Pichoy Valdivia"
1984,1,1,37.2,"Pichoy Valdivia"
1984,2,1,75.9,"Pichoy Valdivia"
1984,3,1,18,"Pichoy Valdivia"
1984,4,1,101.7,"Pichoy Valdivia"
1984,5,1,338.2,"Pichoy Valdivia"
1984,6,1,396.8,"Pichoy Valdivia"
1984,7,1,287.6,"Pichoy Valdivia"
1984,8,1,79.3,"Pichoy Valdivia"
1984,9,1,175.3,"Pichoy Valdivia"
1984,10,1,215.1,"Pichoy Valdivia"
1984,11,1,54.6,"Pichoy Valdivia"
1984,12,1,14.6,"Pichoy Valdivia"
1985,1,1,106.4,"Pichoy Valdivia"
1985,2,1,35.2,"Pichoy Valdivia"
1985,3,1,78.8,"Pichoy Valdivia"
1985,4,1,184.5,"Pichoy Valdivia"
1985,5,1,370.2,"Pichoy Valdivia"
1985,6,1,308.3,"Pichoy Valdivia"
1985,7,1,171.9,"Pichoy Valdivia"
1985,8,1,128.9,"Pichoy Valdivia"
1985,9,1,147.5,"Pichoy Valdivia"
1985,10,1,79.8,"Pichoy Valdivia"
1985,11,1,81,"Pichoy Valdivia"
1985,12,1,36.5,"Pichoy Valdivia"
1986,1,1,40.9,"Pichoy Valdivia"
1986,2,1,130.7,"Pichoy Valdivia"
1986,3,1,79.6,"Pichoy Valdivia"
1986,4,1,262.4,"Pichoy Valdivia"
1986,5,1,390.4,"Pichoy Valdivia"
1986,6,1,264.7,"Pichoy Valdivia"
1986,7,1,173.5,"Pichoy Valdivia"
1986,8,1,297.6,"Pichoy Valdivia"
1986,9,1,99.7,"Pichoy Valdivia"
1986,10,1,61.3,"Pichoy Valdivia"
1986,11,1,172.6,"Pichoy Valdivia"
1986,12,1,12.7,"Pichoy Valdivia"
1987,1,1,5,"Pichoy Valdivia"
1987,2,1,20.3,"Pichoy Valdivia"
1987,3,1,97.9,"Pichoy Valdivia"
1987,4,1,102.6,"Pichoy Valdivia"
1987,5,1,167.5,"Pichoy Valdivia"
1987,6,1,181.3,"Pichoy Valdivia"
1987,7,1,410.9,"Pichoy Valdivia"
1987,8,1,216.8,"Pichoy Valdivia"
1987,9,1,181.5,"Pichoy Valdivia"
1987,10,1,161.2,"Pichoy Valdivia"
1987,11,1,47.5,"Pichoy Valdivia"
1987,12,1,46.9,"Pichoy Valdivia"
1988,1,1,50.3,"Pichoy Valdivia"
1988,2,1,0.2,"Pichoy Valdivia"
1988,3,1,78.9,"Pichoy Valdivia"
1988,4,1,69.5,"Pichoy Valdivia"
1988,5,1,114.3,"Pichoy Valdivia"
1988,6,1,261.2,"Pichoy Valdivia"
1988,7,1,130,"Pichoy Valdivia"
1988,8,1,250.8,"Pichoy Valdivia"
1988,9,1,67.1,"Pichoy Valdivia"
1988,10,1,82,"Pichoy Valdivia"
1988,11,1,20.4,"Pichoy Valdivia"
1988,12,1,51.7,"Pichoy Valdivia"
1989,1,1,19.9,"Pichoy Valdivia"
1989,2,1,23.6,"Pichoy Valdivia"
1989,3,1,50,"Pichoy Valdivia"
1989,4,1,44.2,"Pichoy Valdivia"
1989,5,1,87.2,"Pichoy Valdivia"
1989,6,1,324.2,"Pichoy Valdivia"
1989,7,1,305.7,"Pichoy Valdivia"
1989,8,1,185.7,"Pichoy Valdivia"
1989,9,1,63.8,"Pichoy Valdivia"
1989,10,1,66.7,"Pichoy Valdivia"
1989,11,1,36.1,"Pichoy Valdivia"
1989,12,1,188,"Pichoy Valdivia"
1990,1,1,24.4,"Pichoy Valdivia"
1990,2,1,72.4,"Pichoy Valdivia"
1990,3,1,129.8,"Pichoy Valdivia"
1990,4,1,154.5,"Pichoy Valdivia"
1990,5,1,352.6,"Pichoy Valdivia"
1990,6,1,170.2,"Pichoy Valdivia"
1990,7,1,176.4,"Pichoy Valdivia"
1990,8,1,239.8,"Pichoy Valdivia"
1990,9,1,266.5,"Pichoy Valdivia"
1990,10,1,84.5,"Pichoy Valdivia"
1990,11,1,62.6,"Pichoy Valdivia"
1990,12,1,30.5,"Pichoy Valdivia"
1991,1,1,17.2,"Pichoy Valdivia"
1991,2,1,32.5,"Pichoy Valdivia"
1991,3,1,70,"Pichoy Valdivia"
1991,4,1,106.5,"Pichoy Valdivia"
1991,5,1,323.8,"Pichoy Valdivia"
1991,6,1,224.9,"Pichoy Valdivia"
1991,7,1,282.2,"Pichoy Valdivia"
1991,8,1,202.5,"Pichoy Valdivia"
1991,9,1,118.6,"Pichoy Valdivia"
1991,10,1,88.6,"Pichoy Valdivia"
1991,11,1,71.9,"Pichoy Valdivia"
1991,12,1,194.3,"Pichoy Valdivia"
1992,1,1,38.2,"Pichoy Valdivia"
1992,2,1,12.4,"Pichoy Valdivia"
1992,3,1,122.7,"Pichoy Valdivia"
1992,4,1,152.9,"Pichoy Valdivia"
1992,5,1,322.1,"Pichoy Valdivia"
1992,6,1,391.4,"Pichoy Valdivia"
1992,7,1,148.6,"Pichoy Valdivia"
1992,8,1,145.6,"Pichoy Valdivia"
1992,9,1,181.1,"Pichoy Valdivia"
1992,10,1,164.3,"Pichoy Valdivia"
1992,11,1,39.6,"Pichoy Valdivia"
1992,12,1,106.8,"Pichoy Valdivia"
1993,1,1,35.1,"Pichoy Valdivia"
1993,2,1,14.9,"Pichoy Valdivia"
1993,3,1,194.5,"Pichoy Valdivia"
1993,4,1,238.3,"Pichoy Valdivia"
1993,5,1,417.3,"Pichoy Valdivia"
1993,6,1,483.8,"Pichoy Valdivia"
1993,7,1,391.1,"Pichoy Valdivia"
1993,8,1,137.3,"Pichoy Valdivia"
1993,9,1,86.4,"Pichoy Valdivia"
1993,10,1,112,"Pichoy Valdivia"
1993,11,1,179.4,"Pichoy Valdivia"
1993,12,1,71.1,"Pichoy Valdivia"
1994,1,1,18.3,"Pichoy Valdivia"
1994,2,1,10.7,"Pichoy Valdivia"
1994,3,1,24.1,"Pichoy Valdivia"
1994,4,1,142.7,"Pichoy Valdivia"
1994,5,1,190.9,"Pichoy Valdivia"
1994,6,1,328.6,"Pichoy Valdivia"
1994,7,1,307,"Pichoy Valdivia"
1994,8,1,160.6,"Pichoy Valdivia"
1994,9,1,148.1,"Pichoy Valdivia"
1994,10,1,122.7,"Pichoy Valdivia"
1994,11,1,151.1,"Pichoy Valdivia"
1994,12,1,81.5,"Pichoy Valdivia"
1995,1,1,74.8,"Pichoy Valdivia"
1995,2,1,2.5,"Pichoy Valdivia"
1995,3,1,33.8,"Pichoy Valdivia"
1995,4,1,189.1,"Pichoy Valdivia"
1995,5,1,92.3,"Pichoy Valdivia"
1995,6,1,467.5,"Pichoy Valdivia"
1995,7,1,295.6,"Pichoy Valdivia"
1995,8,1,346.8,"Pichoy Valdivia"
1995,9,1,76.7,"Pichoy Valdivia"
1995,10,1,127.3,"Pichoy Valdivia"
1995,11,1,39.3,"Pichoy Valdivia"
1995,12,1,0.6,"Pichoy Valdivia"
1996,1,1,33.2,"Pichoy Valdivia"
1996,2,1,47.6,"Pichoy Valdivia"
1996,3,1,88.1,"Pichoy Valdivia"
1996,4,1,99.6,"Pichoy Valdivia"
1996,5,1,256.1,"Pichoy Valdivia"
1996,6,1,172.4,"Pichoy Valdivia"
1996,7,1,115,"Pichoy Valdivia"
1996,8,1,232.9,"Pichoy Valdivia"
1996,9,1,37.5,"Pichoy Valdivia"
1996,10,1,64,"Pichoy Valdivia"
1996,11,1,81.9,"Pichoy Valdivia"
1996,12,1,29.5,"Pichoy Valdivia"
1997,1,1,111.8,"Pichoy Valdivia"
1997,2,1,32,"Pichoy Valdivia"
1997,3,1,6,"Pichoy Valdivia"
1997,4,1,300.7,"Pichoy Valdivia"
1997,5,1,197.5,"Pichoy Valdivia"
1997,6,1,478.2,"Pichoy Valdivia"
1997,7,1,417.6,"Pichoy Valdivia"
1997,8,1,222.5,"Pichoy Valdivia"
1997,9,1,126.2,"Pichoy Valdivia"
1997,10,1,175.5,"Pichoy Valdivia"
1997,11,1,145.3,"Pichoy Valdivia"
1997,12,1,42.6,"Pichoy Valdivia"
1998,1,1,16.9,"Pichoy Valdivia"
1998,2,1,9.7,"Pichoy Valdivia"
1998,3,1,47.9,"Pichoy Valdivia"
1998,4,1,97,"Pichoy Valdivia"
1998,5,1,134.1,"Pichoy Valdivia"
1998,6,1,193.4,"Pichoy Valdivia"
1998,7,1,143.9,"Pichoy Valdivia"
1998,8,1,224.6,"Pichoy Valdivia"
1998,9,1,72.3,"Pichoy Valdivia"
1998,10,1,11.8,"Pichoy Valdivia"
1998,11,1,42.9,"Pichoy Valdivia"
1998,12,1,38.6,"Pichoy Valdivia"
1999,1,1,19.2,"Pichoy Valdivia"
1999,2,1,42,"Pichoy Valdivia"
1999,3,1,66.3,"Pichoy Valdivia"
1999,4,1,32.4,"Pichoy Valdivia"
1999,5,1,198,"Pichoy Valdivia"
1999,6,1,364.9,"Pichoy Valdivia"
1999,7,1,151.5,"Pichoy Valdivia"
1999,8,1,339.9,"Pichoy Valdivia"
1999,9,1,184.5,"Pichoy Valdivia"
1999,10,1,27.8,"Pichoy Valdivia"
1999,11,1,58.4,"Pichoy Valdivia"
1999,12,1,28.8,"Pichoy Valdivia"
2000,1,1,22.7,"Pichoy Valdivia"
2000,2,1,155.6,"Pichoy Valdivia"
2000,3,1,45.4,"Pichoy Valdivia"
2000,4,1,125.2,"Pichoy Valdivia"
2000,5,1,132.6,"Pichoy Valdivia"
2000,6,1,784.2,"Pichoy Valdivia"
2000,7,1,271.3,"Pichoy Valdivia"
2000,8,1,157.7,"Pichoy Valdivia"
2000,9,1,161.6,"Pichoy Valdivia"
2000,10,1,66.6,"Pichoy Valdivia"
2000,11,1,74.7,"Pichoy Valdivia"
2000,12,1,65.7,"Pichoy Valdivia"
2001,1,1,126.1,"Pichoy Valdivia"
2001,2,1,28.9,"Pichoy Valdivia"
2001,3,1,56.1,"Pichoy Valdivia"
2001,4,1,65.3,"Pichoy Valdivia"
2001,5,1,365.4,"Pichoy Valdivia"
2001,6,1,395.6,"Pichoy Valdivia"
2001,7,1,473.6,"Pichoy Valdivia"
2001,8,1,164.9,"Pichoy Valdivia"
2001,9,1,66.1,"Pichoy Valdivia"
2001,10,1,42.6,"Pichoy Valdivia"
2001,11,1,87.7,"Pichoy Valdivia"
2001,12,1,2.6,"Pichoy Valdivia"
2002,1,1,23,"Pichoy Valdivia"
2002,2,1,57.4,"Pichoy Valdivia"
2002,3,1,175.7,"Pichoy Valdivia"
2002,4,1,103.7,"Pichoy Valdivia"
2002,5,1,314.8,"Pichoy Valdivia"
2002,6,1,204.1,"Pichoy Valdivia"
2002,7,1,216,"Pichoy Valdivia"
2002,8,1,264.1,"Pichoy Valdivia"
2002,9,1,174,"Pichoy Valdivia"
2002,10,1,398.3,"Pichoy Valdivia"
2002,11,1,167.8,"Pichoy Valdivia"
2002,12,1,120.3,"Pichoy Valdivia"
2003,1,1,30.2,"Pichoy Valdivia"
2003,2,1,19.9,"Pichoy Valdivia"
2003,3,1,55.3,"Pichoy Valdivia"
2003,4,1,96.4,"Pichoy Valdivia"
2003,5,1,117.2,"Pichoy Valdivia"
2003,6,1,522.5,"Pichoy Valdivia"
2003,7,1,224.2,"Pichoy Valdivia"
2003,8,1,141.3,"Pichoy Valdivia"
2003,9,1,263.6,"Pichoy Valdivia"
2003,10,1,119,"Pichoy Valdivia"
2003,11,1,121.2,"Pichoy Valdivia"
2003,12,1,86,"Pichoy Valdivia"
2004,1,1,10.5,"Pichoy Valdivia"
2004,2,1,22,"Pichoy Valdivia"
2004,3,1,59.8,"Pichoy Valdivia"
2004,4,1,294.3,"Pichoy Valdivia"
2004,5,1,31.5,"Pichoy Valdivia"
2004,6,1,484.8,"Pichoy Valdivia"
2004,7,1,290.7,"Pichoy Valdivia"
2004,8,1,155.7,"Pichoy Valdivia"
2004,9,1,140.6,"Pichoy Valdivia"
2004,10,1,161.7,"Pichoy Valdivia"
2004,11,1,120,"Pichoy Valdivia"
2004,12,1,63.1,"Pichoy Valdivia"
2005,1,1,42,"Pichoy Valdivia"
2005,2,1,1.9,"Pichoy Valdivia"
2005,3,1,91.5,"Pichoy Valdivia"
2005,4,1,53,"Pichoy Valdivia"
2005,5,1,567.5,"Pichoy Valdivia"
2005,6,1,378.7,"Pichoy Valdivia"
2005,7,1,190.7,"Pichoy Valdivia"
2005,8,1,251,"Pichoy Valdivia"
2005,9,1,91.4,"Pichoy Valdivia"
2005,10,1,68,"Pichoy Valdivia"
2005,11,1,204.3,"Pichoy Valdivia"
2005,12,1,71.8,"Pichoy Valdivia"
2006,1,1,142,"Pichoy Valdivia"
2006,2,1,21.8,"Pichoy Valdivia"
2006,3,1,81.3,"Pichoy Valdivia"
2006,4,1,224.3,"Pichoy Valdivia"
2006,5,1,168.3,"Pichoy Valdivia"
2006,6,1,488.2,"Pichoy Valdivia"
2006,7,1,337.2,"Pichoy Valdivia"
2006,8,1,251.9,"Pichoy Valdivia"
2006,9,1,81.9,"Pichoy Valdivia"
2006,10,1,103.3,"Pichoy Valdivia"
2006,11,1,38.6,"Pichoy Valdivia"
2006,12,1,139.2,"Pichoy Valdivia"
2007,1,1,21.2,"Pichoy Valdivia"
2007,2,1,45.1,"Pichoy Valdivia"
2007,3,1,43.7,"Pichoy Valdivia"
2007,4,1,154.5,"Pichoy Valdivia"
2007,5,1,67.4,"Pichoy Valdivia"
2007,6,1,208.3,"Pichoy Valdivia"
2007,7,1,266.3,"Pichoy Valdivia"
2007,8,1,190.5,"Pichoy Valdivia"
2007,9,1,111.4,"Pichoy Valdivia"
2007,10,1,109.1,"Pichoy Valdivia"
2007,11,1,32.8,"Pichoy Valdivia"
2007,12,1,31,"Pichoy Valdivia"
2008,1,1,34.7,"Pichoy Valdivia"
2008,2,1,28.2,"Pichoy Valdivia"
2008,3,1,30.9,"Pichoy Valdivia"
2008,4,1,62.9,"Pichoy Valdivia"
2008,5,1,458.9,"Pichoy Valdivia"
2008,6,1,145,"Pichoy Valdivia"
2008,7,1,504.2,"Pichoy Valdivia"
2008,8,1,531.3,"Pichoy Valdivia"
2008,9,1,46.7,"Pichoy Valdivia"
2008,10,1,38.5,"Pichoy Valdivia"
2008,11,1,95.4,"Pichoy Valdivia"
2008,12,1,18.4,"Pichoy Valdivia"
2009,1,1,11.5,"Pichoy Valdivia"
2009,2,1,30.8,"Pichoy Valdivia"
2009,3,1,21.7,"Pichoy Valdivia"
2009,4,1,81.1,"Pichoy Valdivia"
2009,5,1,437.8,"Pichoy Valdivia"
2009,6,1,301.2,"Pichoy Valdivia"
2009,7,1,136.5,"Pichoy Valdivia"
2009,8,1,421.1,"Pichoy Valdivia"
2009,9,1,97.3,"Pichoy Valdivia"
2009,10,1,205,"Pichoy Valdivia"
2009,11,1,124.8,"Pichoy Valdivia"
2009,12,1,81.3,"Pichoy Valdivia"
2010,1,1,31.6,"Pichoy Valdivia"
2010,2,1,98.4,"Pichoy Valdivia"
2010,3,1,44.9,"Pichoy Valdivia"
2010,4,1,9.5,"Pichoy Valdivia"
2010,5,1,97.2,"Pichoy Valdivia"
2010,6,1,382.9,"Pichoy Valdivia"
2010,7,1,235.6,"Pichoy Valdivia"
2010,8,1,258.8,"Pichoy Valdivia"
2010,9,1,80.3,"Pichoy Valdivia"
2010,10,1,94.4,"Pichoy Valdivia"
2010,11,1,75.3,"Pichoy Valdivia"
2010,12,1,82.9,"Pichoy Valdivia"
2011,1,1,58.3,"Pichoy Valdivia"
2011,2,1,15.4,"Pichoy Valdivia"
2011,3,1,84.8,"Pichoy Valdivia"
2011,4,1,163.8,"Pichoy Valdivia"
2011,5,1,164.1,"Pichoy Valdivia"
2011,6,1,246.2,"Pichoy Valdivia"
2011,7,1,220,"Pichoy Valdivia"
2011,8,1,276.7,"Pichoy Valdivia"
2011,9,1,203.7,"Pichoy Valdivia"
2011,10,1,66.5,"Pichoy Valdivia"
2011,11,1,99.1,"Pichoy Valdivia"
2011,12,1,20.3,"Pichoy Valdivia"
2012,1,1,68.4,"Pichoy Valdivia"
2012,2,1,109.5,"Pichoy Valdivia"
2012,3,1,51.2,"Pichoy Valdivia"
2012,4,1,35.9,"Pichoy Valdivia"
2012,5,1,280.4,"Pichoy Valdivia"
2012,6,1,337.2,"Pichoy Valdivia"
2012,7,1,166.8,"Pichoy Valdivia"
2012,8,1,194.5,"Pichoy Valdivia"
2012,9,1,102.3,"Pichoy Valdivia"
2012,10,1,62.5,"Pichoy Valdivia"
2012,11,1,41.5,"Pichoy Valdivia"
2012,12,1,291.6,"Pichoy Valdivia"
2013,1,1,22.5,"Pichoy Valdivia"
2013,2,1,78.6,"Pichoy Valdivia"
2013,3,1,30.3,"Pichoy Valdivia"
2013,4,1,140.4,"Pichoy Valdivia"
2013,5,1,273.9,"Pichoy Valdivia"
2013,6,1,178,"Pichoy Valdivia"
2013,7,1,178.9,"Pichoy Valdivia"
2013,8,1,260.4,"Pichoy Valdivia"
2013,9,1,188.7,"Pichoy Valdivia"
2013,10,1,35.5,"Pichoy Valdivia"
2013,11,1,86.2,"Pichoy Valdivia"
2013,12,1,20.3,"Pichoy Valdivia"
2014,1,1,87.9,"Pichoy Valdivia"
2014,2,1,28.3,"Pichoy Valdivia"
2014,3,1,114.9,"Pichoy Valdivia"
2014,4,1,56.6,"Pichoy Valdivia"
2014,5,1,236.8,"Pichoy Valdivia"
2014,6,1,350.6,"Pichoy Valdivia"
2014,7,1,390.8,"Pichoy Valdivia"
2014,8,1,162.3,"Pichoy Valdivia"
2014,9,1,225,"Pichoy Valdivia"
2014,10,1,103.8,"Pichoy Valdivia"
2014,11,1,23.8,"Pichoy Valdivia"
2014,12,1,20.9,"Pichoy Valdivia"
2015,1,1,0,"Pichoy Valdivia"
2015,2,1,4.5,"Pichoy Valdivia"
2015,3,1,13.7,"Pichoy Valdivia"
2015,4,1,126.1,"Pichoy Valdivia"
2015,5,1,303,"Pichoy Valdivia"
2015,6,1,276,"Pichoy Valdivia"
2015,7,1,475.4,"Pichoy Valdivia"
2015,8,1,380.3,"Pichoy Valdivia"
2015,9,1,134.9,"Pichoy Valdivia"
2015,10,1,84.3,"Pichoy Valdivia"
2015,11,1,61.1,"Pichoy Valdivia"
2015,12,1,65.3,"Pichoy Valdivia"
2016,1,1,18.9,"Pichoy Valdivia"
2016,2,1,19.7,"Pichoy Valdivia"
2016,3,1,31,"Pichoy Valdivia"
2016,4,1,154.4,"Pichoy Valdivia"
2016,5,1,136.4,"Pichoy Valdivia"
2016,6,1,42.7,"Pichoy Valdivia"
2016,7,1,229.9,"Pichoy Valdivia"
2016,8,1,260.5,"Pichoy Valdivia"
2016,9,1,81.2,"Pichoy Valdivia"
2016,10,1,137.5,"Pichoy Valdivia"
2016,11,1,72.9,"Pichoy Valdivia"
2016,12,1,86.7,"Pichoy Valdivia"
2017,1,1,36.4,"Pichoy Valdivia"
2017,2,1,91.6,"Pichoy Valdivia"
2017,3,1,60.3,"Pichoy Valdivia"
2017,4,1,105.9,"Pichoy Valdivia"
2017,5,1,224,"Pichoy Valdivia"
2017,6,1,217.9,"Pichoy Valdivia"
2017,7,1,148.9,"Pichoy Valdivia"
2017,8,1,419.5,"Pichoy Valdivia"
2017,9,1,118.2,"Pichoy Valdivia"
2017,10,1,206.9,"Pichoy Valdivia"
2017,11,1,21.6,"Pichoy Valdivia"
2017,12,1,54.7,"Pichoy Valdivia"
2018,1,1,37.9,"Pichoy Valdivia"
2018,2,1,23,"Pichoy Valdivia"
2018,3,1,214.5,"Pichoy Valdivia"
2018,4,1,191.2,"Pichoy Valdivia"
2018,5,1,96.2,"Pichoy Valdivia"
2018,6,1,197.8,"Pichoy Valdivia"
2018,7,1,100,"Pichoy Valdivia"
2018,8,1,266.8,"Pichoy Valdivia"
2018,9,1,183.6,"Pichoy Valdivia"
2018,10,1,107.2,"Pichoy Valdivia"
2018,11,1,120.4,"Pichoy Valdivia"
2018,12,1,31,"Pichoy Valdivia"
2019,1,1,13,"Pichoy Valdivia"
2019,2,1,3.4,"Pichoy Valdivia"
2019,3,1,20.8,"Pichoy Valdivia"
2019,4,1,41.2,"Pichoy Valdivia"
2019,5,1,184.7,"Pichoy Valdivia"
2019,6,1,213.2,"Pichoy Valdivia"
2019,7,1,317,"Pichoy Valdivia"
2019,8,1,97,"Pichoy Valdivia"
2019,9,1,54.6,"Pichoy Valdivia"
2019,10,1,65.6,"Pichoy Valdivia"
2019,11,1,42.4,"Pichoy Valdivia"
2019,12,1,18.4,"Pichoy Valdivia"
2020,1,1,10,"Pichoy Valdivia"
2020,2,1,24.8,"Pichoy Valdivia"
2020,3,1,58.1,"Pichoy Valdivia"
2020,4,1,104.6,"Pichoy Valdivia"
2020,5,1,154.6,"Pichoy Valdivia"
2020,6,1,418.4,"Pichoy Valdivia"
2020,7,1,322.8,"Pichoy Valdivia"
2020,8,1,135,"Pichoy Valdivia"
2020,9,1,63.8,"Pichoy Valdivia"
2020,10,1,50,"Pichoy Valdivia"
2020,11,1,20.8,"Pichoy Valdivia"
2020,12,1,38,"Pichoy Valdivia"
2021,1,1,40.2,"Pichoy Valdivia"
2021,2,1,6.6,"Pichoy Valdivia"
2021,3,1,18.6,"Pichoy Valdivia"
2021,4,1,102.8,"Pichoy Valdivia"
2021,5,1,145.8,"Pichoy Valdivia"
2021,6,1,178.6,"Pichoy Valdivia"
2021,7,1,85.4,"Pichoy Valdivia"
2021,8,1,175.6,"Pichoy Valdivia"
2021,9,1,73,"Pichoy Valdivia"
2021,10,1,55,"Pichoy Valdivia"
2021,11,1,42.6,"Pichoy Valdivia"
2021,12,1,24.8,"Pichoy Valdivia"
2022,1,1,68.2,"Pichoy Valdivia"
2022,2,1,25.4,"Pichoy Valdivia"
2022,3,1,87.6,"Pichoy Valdivia"
2022,4,1,171.4,"Pichoy Valdivia"
2022,5,1,112.2,"Pichoy Valdivia"
2022,6,1,246,"Pichoy Valdivia"
2022,7,1,304,"Pichoy Valdivia"
2022,8,1,145.6,"Pichoy Valdivia"
2022,9,1,74.4,"Pichoy Valdivia"
2022,10,1,86.2,"Pichoy Valdivia"
2022,11,1,20.6,"Pichoy Valdivia"
2022,12,1,26.2,"Pichoy Valdivia"
2023,1,1,11.8,"Pichoy Valdivia"
2023,2,1,12.8,"Pichoy Valdivia"
2023,3,1,97.2,"Pichoy Valdivia"
2023,4,1,82.4,"Pichoy Valdivia"
2023,5,1,143,"Pichoy Valdivia"
2023,6,1,227.4,"Pichoy Valdivia"
2023,7,1,295.6,"Pichoy Valdivia"
2023,8,1,187.4,"Pichoy Valdivia"
2023,9,1,212,"Pichoy Valdivia"
2023,10,1,71,"Pichoy Valdivia"
2023,11,1,111.6,"Pichoy Valdivia"
2023,12,1,16.4,"Pichoy Valdivia"
2024,1,1,0.2,"Pichoy Valdivia"
2024,2,1,26,"Pichoy Valdivia"
2024,3,1,96.8,"Pichoy Valdivia"
2024,4,1,154.6,"Pichoy Valdivia"
2024,5,1,157.8,"Pichoy Valdivia"
2024,6,1,352.2,"Pichoy Valdivia"
2024,7,1,81.6,"Pichoy Valdivia"
